name,file,template,loadspec,secondary,group,vol_min,vol_max,team_vol_mod,dist_min,dist_max,dist_reverb_max,volume_falloff_curve,reverb_falloff_curve,volume_min_falloff_curve,reverb_min_falloff_curve,limit_count,limit_type,entity_limit_count,entity_limit_type,pitch_min,pitch_max,team_pitch_mod,min_priority,max_priority,min_priority_threshold,max_priority_threshold,spatialized,type,loop,randomize_type,probability,start_delay,reverb_send,duck,pan,center_send,envelop_min,envelop_max,envelop_percentage,occlusion_level,occlusion_wet_dry,is_big,distance_lpf,move_type,move_time,real_delay,subtitle,mature,doppler,futz,context_type,context_value,compression,timescale,music,fade_in,fade_out,pc_format,pause,stop_on_death,bus,snapshot,voice_limit,file_xenon,file_size_xenon,file_ps3,file_size_ps3,file_pc,file_size_pc,file_wii,file_size_wii,source_csv,language,
fly_wta_switch,sound\firearms\sht_wta\wpn_toggleaction_button.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\sht_wta\wpn_toggleaction_button.wav,0,,0,,all,
wpn_arx_fire_ug,sound\firearms\ar_arx160\wpn_arx160_fire.wav,,,bo3_ug_fire_3p,wpn_smg_npc,100,100,100,500,4000,5000,log3,log2,allon,rdefault,10,priority,2,oldest,-100,100,0,20,90,0.247,1,3d,loaded,nonlooping,variant,1,0,100,,default,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,wpn_smg_npc,no,,0,,0,sound\firearms\ar_arx160\wpn_arx160_fire.wav,0,,0,,all,
wpn_arx_fire_3p,sound\firearms\ar_arx160\wpn_arx160_fire.wav,,,,wpn_pis_npc,100,100,100,500,4000,5000,log3,log2,allon,rdefault,10,priority,5,oldest,-281,0,0,20,90,0.247,1,3d,loaded,nonlooping,variant,1,0,100,,default,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,wpn_pis_npc,no,,0,,0,sound\firearms\ar_arx160\wpn_arx160_fire.wav,0,,0,,all,
wpn_arx_fire_plr,sound\firearms\ar_arx160\wpn_arx160_fire.wav,,,,wpn_smg_plr,100,100,100,0,0,0,curve3,default,allon,rdefault,5,oldest,5,reject,0,0,0,90,90,0.247,1,2d,loaded,nonlooping,volume,1,0,100,smg_3p_gun_duck,wpn_all,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.001000,0.290000,xwma,yes,no,world,wpn_plr,no,,0,,0,sound\firearms\ar_arx160\wpn_arx160_fire.wav,0,,0,,all,
wpn_arx_fire_ug_plr,sound\firearms\ar_arx160\wpn_arx160_fire.wav,,,bo3_ug_fire,wpn_smg_plr,100,100,100,0,0,0,curve3,default,allon,rdefault,5,oldest,5,reject,0,0,0,90,90,0.247,1,2d,loaded,nonlooping,volume,1,0,100,smg_3p_gun_duck,wpn_all,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.001000,0.290000,xwma,yes,no,world,wpn_plr,no,,0,,0,sound\firearms\ar_arx160\wpn_arx160_fire.wav,0,,0,,all,
wpn_arxgl_fire_ug,sound\firearms\ar_arx160\wpn_arx160_glx_fire.wav,,,bo3_ug_fire_3p,wpn_smg_npc,100,100,100,500,4000,5000,log3,log2,allon,rdefault,10,priority,2,oldest,-100,100,0,20,90,0.247,1,3d,loaded,nonlooping,variant,1,0,100,,default,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,wpn_smg_npc,no,,0,,0,sound\firearms\ar_arx160\wpn_arx160_glx_fire.wav,0,,0,,all,
wpn_arxgl_fire_3p,sound\firearms\ar_arx160\wpn_arx160_glx_fire.wav,,,,wpn_pis_npc,100,100,100,500,4000,5000,log3,log2,allon,rdefault,10,priority,5,oldest,-281,0,0,20,90,0.247,1,3d,loaded,nonlooping,variant,1,0,100,,default,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,wpn_pis_npc,no,,0,,0,sound\firearms\ar_arx160\wpn_arx160_glx_fire.wav,0,,0,,all,
wpn_arxgl_fire_plr,sound\firearms\ar_arx160\wpn_arx160_glx_fire.wav,,,,wpn_smg_plr,100,100,100,0,0,0,curve3,default,allon,rdefault,5,oldest,5,reject,0,0,0,90,90,0.247,1,2d,loaded,nonlooping,volume,1,0,100,smg_3p_gun_duck,wpn_all,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.001000,0.290000,xwma,yes,no,world,wpn_plr,no,,0,,0,sound\firearms\ar_arx160\wpn_arx160_glx_fire.wav,0,,0,,all,
wpn_arxgl_fire_ug_plr,sound\firearms\ar_arx160\wpn_arx160_glx_fire.wav,,,bo3_ug_fire,wpn_smg_plr,100,100,100,0,0,0,curve3,default,allon,rdefault,5,oldest,5,reject,0,0,0,90,90,0.247,1,2d,loaded,nonlooping,volume,1,0,100,smg_3p_gun_duck,wpn_all,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.001000,0.290000,xwma,yes,no,world,wpn_plr,no,,0,,0,sound\firearms\ar_arx160\wpn_arx160_glx_fire.wav,0,,0,,all,
fly_arx160_magout,sound\firearms\ar_arx160\fly_arx160_magout.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\ar_arx160\fly_arx160_magout.wav,0,,0,,all,
fly_arx160_magin,sound\firearms\ar_arx160\fly_arx160_magin.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\ar_arx160\fly_arx160_magin.wav,0,,0,,all,
fly_arx160_boltcycle,sound\firearms\ar_arx160\fly_arx160_boltcharge.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\ar_arx160\fly_arx160_boltcharge.wav,0,,0,,all,
fly_gl_arx_bopen,sound\firearms\ar_arx160\fly_glx160_barrelopen.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\ar_arx160\fly_glx160_barrelopen.wav,0,,0,,all,
fly_arx_gl_insert,sound\firearms\ar_arx160\fly_glx160_shell_insert.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\ar_arx160\fly_glx160_shell_insert.wav,0,,0,,all,
fly_gl_arx_bclose,sound\firearms\ar_arx160\fly_glx160_barrelclose.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\ar_arx160\fly_glx160_barrelclose.wav,0,,0,,all,
wpn_ump45_fire_ug,sound\firearms\smg_ump45\wpn_ump45_fire.wav,,,bo3_ug_fire_3p,wpn_smg_npc,100,100,100,500,4000,5000,log3,log2,allon,rdefault,10,priority,2,oldest,-100,100,0,20,90,0.247,1,3d,loaded,nonlooping,variant,1,0,100,,default,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,wpn_smg_npc,no,,0,,0,sound\firearms\smg_ump45\wpn_ump45_fire.wav,0,,0,,all,
wpn_ump45_fire_3p,sound\firearms\smg_ump45\wpn_ump45_fire.wav,,,,wpn_pis_npc,100,100,100,500,4000,5000,log3,log2,allon,rdefault,10,priority,5,oldest,-281,0,0,20,90,0.247,1,3d,loaded,nonlooping,variant,1,0,100,,default,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,wpn_pis_npc,no,,0,,0,sound\firearms\smg_ump45\wpn_ump45_fire.wav,0,,0,,all,
wpn_ump45_fire_plr,sound\firearms\smg_ump45\wpn_ump45_fire.wav,,,,wpn_smg_plr,100,100,100,0,0,0,curve3,default,allon,rdefault,5,oldest,5,reject,0,0,0,90,90,0.247,1,2d,loaded,nonlooping,volume,1,0,100,smg_3p_gun_duck,wpn_all,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.001000,0.290000,xwma,yes,no,world,wpn_plr,no,,0,,0,sound\firearms\smg_ump45\wpn_ump45_fire.wav,0,,0,,all,
wpn_ump45_fire_ug_plr,sound\firearms\smg_ump45\wpn_ump45_fire.wav,,,bo3_ug_fire,wpn_smg_plr,100,100,100,0,0,0,curve3,default,allon,rdefault,5,oldest,5,reject,0,0,0,90,90,0.247,1,2d,loaded,nonlooping,volume,1,0,100,smg_3p_gun_duck,wpn_all,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.001000,0.290000,xwma,yes,no,world,wpn_plr,no,,0,,0,sound\firearms\smg_ump45\wpn_ump45_fire.wav,0,,0,,all,
fly_hkump_magout,sound\firearms\smg_ump45\fly_ump45_magout.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\smg_ump45\fly_ump45_magout.wav,0,,0,,all,
fly_hkump_magin,sound\firearms\smg_ump45\fly_ump45_magin.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\smg_ump45\fly_ump45_magin.wav,0,,0,,all,
fly_hkump_bolt_chamber,sound\firearms\smg_ump45\fly_ump45_boltcharge.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\smg_ump45\fly_ump45_boltcharge.wav,0,,0,,all,
wpn_m200_fire_ug,sound\firearms\at_m200\wpn_cheytac_fire.wav,,,bo3_ug_fire_3p,wpn_smg_npc,100,100,100,500,4000,5000,log3,log2,allon,rdefault,10,priority,2,oldest,-100,100,0,20,90,0.247,1,3d,loaded,nonlooping,variant,1,0,100,,default,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,wpn_smg_npc,no,,0,,0,sound\firearms\at_m200\wpn_cheytac_fire.wav,0,,0,,all,
wpn_m200_fire_3p,sound\firearms\at_m200\wpn_cheytac_fire.wav,,,,wpn_pis_npc,100,100,100,500,4000,5000,log3,log2,allon,rdefault,10,priority,5,oldest,-281,0,0,20,90,0.247,1,3d,loaded,nonlooping,variant,1,0,100,,default,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,wpn_pis_npc,no,,0,,0,sound\firearms\at_m200\wpn_cheytac_fire.wav,0,,0,,all,
wpn_m200_fire_plr,sound\firearms\at_m200\wpn_cheytac_fire.wav,,,,wpn_smg_plr,100,100,100,0,0,0,curve3,default,allon,rdefault,5,oldest,5,reject,0,0,0,90,90,0.247,1,2d,loaded,nonlooping,volume,1,0,100,smg_3p_gun_duck,wpn_all,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.001000,0.290000,xwma,yes,no,world,wpn_plr,no,,0,,0,sound\firearms\at_m200\wpn_cheytac_fire.wav,0,,0,,all,
wpn_m200_fire_ug_plr,sound\firearms\at_m200\wpn_cheytac_fire.wav,,,bo3_ug_fire,wpn_smg_plr,100,100,100,0,0,0,curve3,default,allon,rdefault,5,oldest,5,reject,0,0,0,90,90,0.247,1,2d,loaded,nonlooping,volume,1,0,100,smg_3p_gun_duck,wpn_all,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.001000,0.290000,xwma,yes,no,world,wpn_plr,no,,0,,0,sound\firearms\at_m200\wpn_cheytac_fire.wav,0,,0,,all,
fly_cheytac_bolt_open,sound\firearms\at_m200\fly_cheytac_boltback.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\at_m200\fly_cheytac_boltback.wav,0,,0,,all,
fly_cheytac_bolt_closed,sound\firearms\at_m200\fly_cheytac_boltforward.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\at_m200\fly_cheytac_boltforward.wav,0,,0,,all,
fly_cheytac_magout,sound\firearms\at_m200\fly_cheytac_magout.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\at_m200\fly_cheytac_magout.wav,0,,0,,all,
fly_cheytac_magin,sound\firearms\at_m200\fly_cheytac_magin.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\at_m200\fly_cheytac_magin.wav,0,,0,,all,
wpn_spas12_fire_ug,sound\firearms\sht_spas12\wpn_spas12_fire.wav,,,bo3_ug_fire_3p,wpn_smg_npc,100,100,100,500,4000,5000,log3,log2,allon,rdefault,10,priority,2,oldest,-100,100,0,20,90,0.247,1,3d,loaded,nonlooping,variant,1,0,100,,default,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,wpn_smg_npc,no,,0,,0,sound\firearms\sht_spas12\wpn_spas12_fire.wav,0,,0,,all,
wpn_spas12_fire_3p,sound\firearms\sht_spas12\wpn_spas12_fire.wav,,,,wpn_pis_npc,100,100,100,500,4000,5000,log3,log2,allon,rdefault,10,priority,5,oldest,-281,0,0,20,90,0.247,1,3d,loaded,nonlooping,variant,1,0,100,,default,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,wpn_pis_npc,no,,0,,0,sound\firearms\sht_spas12\wpn_spas12_fire.wav,0,,0,,all,
wpn_spas12_fire_plr,sound\firearms\sht_spas12\wpn_spas12_fire.wav,,,,wpn_smg_plr,100,100,100,0,0,0,curve3,default,allon,rdefault,5,oldest,5,reject,0,0,0,90,90,0.247,1,2d,loaded,nonlooping,volume,1,0,100,smg_3p_gun_duck,wpn_all,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.001000,0.290000,xwma,yes,no,world,wpn_plr,no,,0,,0,sound\firearms\sht_spas12\wpn_spas12_fire.wav,0,,0,,all,
wpn_spas12_fire_ug_plr,sound\firearms\sht_spas12\wpn_spas12_fire.wav,,,bo3_ug_fire,wpn_smg_plr,100,100,100,0,0,0,curve3,default,allon,rdefault,5,oldest,5,reject,0,0,0,90,90,0.247,1,2d,loaded,nonlooping,volume,1,0,100,smg_3p_gun_duck,wpn_all,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.001000,0.290000,xwma,yes,no,world,wpn_plr,no,,0,,0,sound\firearms\sht_spas12\wpn_spas12_fire.wav,0,,0,,all,
fly_spas12_pumpback,sound\firearms\sht_spas12\fly_spas12_pump_pull.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\sht_spas12\fly_spas12_pump_pull.wav,0,,0,,all,
fly_spas12_pumpforward,sound\firearms\sht_spas12\fly_spas12_pump_push.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\sht_spas12\fly_spas12_pump_push.wav,0,,0,,all,
fly_spas12_insert,sound\firearms\sht_spas12\fly_spas12_shell_insert_00.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\sht_spas12\fly_spas12_shell_insert_00.wav,0,,0,,all,
wpn_mk17_fire_ug,sound\firearms\ar_mk17\wpn_mk17_fire.wav,,,bo3_ug_fire_3p,wpn_smg_npc,100,100,100,500,4000,5000,log3,log2,allon,rdefault,10,priority,2,oldest,-100,100,0,20,90,0.247,1,3d,loaded,nonlooping,variant,1,0,100,,default,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,wpn_smg_npc,no,,0,,0,sound\firearms\ar_mk17\wpn_mk17_fire.wav,0,,0,,all,
wpn_mk17_fire_3p,sound\firearms\ar_mk17\wpn_mk17_fire.wav,,,,wpn_pis_npc,100,100,100,500,4000,5000,log3,log2,allon,rdefault,10,priority,5,oldest,-281,0,0,20,90,0.247,1,3d,loaded,nonlooping,variant,1,0,100,,default,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,wpn_pis_npc,no,,0,,0,sound\firearms\ar_mk17\wpn_mk17_fire.wav,0,,0,,all,
wpn_mk17_fire_plr,sound\firearms\ar_mk17\wpn_mk17_fire.wav,,,,wpn_smg_plr,100,100,100,0,0,0,curve3,default,allon,rdefault,5,oldest,5,reject,0,0,0,90,90,0.247,1,2d,loaded,nonlooping,volume,1,0,100,smg_3p_gun_duck,wpn_all,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.001000,0.290000,xwma,yes,no,world,wpn_plr,no,,0,,0,sound\firearms\ar_mk17\wpn_mk17_fire.wav,0,,0,,all,
wpn_mk17_fire_ug_plr,sound\firearms\ar_mk17\wpn_mk17_fire.wav,,,bo3_ug_fire,wpn_smg_plr,100,100,100,0,0,0,curve3,default,allon,rdefault,5,oldest,5,reject,0,0,0,90,90,0.247,1,2d,loaded,nonlooping,volume,1,0,100,smg_3p_gun_duck,wpn_all,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.001000,0.290000,xwma,yes,no,world,wpn_plr,no,,0,,0,sound\firearms\ar_mk17\wpn_mk17_fire.wav,0,,0,,all,
